names	edited_features	longest_gene_isoform
AT1G31840	57	2828
AT3G14180	961	2374
AT1G77180	2300	2558
AT5G05130	173	3084
AT4G21370	321	3633
AT5G13470	135	1464
AT3G18420	329	1234
AT4G27980	629	2278
AT3G06290	728	8571
AT5G15537	10	4592
AT4G34750	73	1272
AT3G48425	313	3039
AT5G27410	275	6606
AT2G46090	204	2473
AT4G23440	481	4233
AT2G27960	472	1233
AT1G17760	527	6510
AT4G25630	1706	2342
AT1G76180	665	1264
AT2G32580	312	1892
AT3G49550	542	1003
AT4G10120	72	6180
AT5G23480	65	3373
AT2G46690	4	895
AT3G62170	8	2335
AT1G76878	1773	2953
AT3G02050	520	3732
AT5G07895	34	199
AT3G19420	1147	4294
AT5G07665	8	205
AT4G19890	161	2513
AT2G23070	1243	3256
AT5G05190	63	2919
AT2G41150	80	2176
AT4G33625	607	1831
AT5G40830	323	1979
AT1G73780	2	768
AT1G06227	113	523
AT1G26460	1149	3134
AT5G16630	365	4993
AT5G38895	49	2162
AT1G07870	302	3284
AT4G12610	951	3700
AT1G70710	8396	4208
AT1G30360	649	3515
AT5G56580	344	2142
AT5G63090	1	2473
AT5G11960	420	3100
AT1G24570	15	2827
AT3G61160	41	3001
AT3G03850	1	711
AT5G31842	1	623
AT4G16130	785	7161
AT3G51070	40	3486
AT5G39670	5	888
AT3G24500	445	1091
AT5G01230	294	3863
AT5G00990	56	559
AT2G44745	25	1890
AT1G75920	2	3127
AT1G18460	314	3788
AT1G06237	27	76
AT2G19990	3	831
AT4G14110	745	2108
AT4G00755	339	2083
AT2G39851	389	1049
AT1G10960	606	853
AT5G40700	235	1894
AT1G35260	10	938
AT1G23205	544	1066
AT1G21080	450	4123
AT1G16560	558	2324
AT3G30200	31	6510
AT1G18180	273	2115
AT2G21330	447	2497
AT4G24990	253	2159
AT4G26095	244	3418
AT4G25350	45	3664
AT2G18917	99	989
AT5G65540	366	2633
AT4G09965	9	946
AT5G01390	353	2182
AT4G04625	1	320
AT5G23550	220	2080
AT3G47510	8	877
AT3G06050	534	1907
AT1G30960	188	2532
AT4G24240	214	2235
AT1G78830	129	1955
AT5G20060	693	3598
AT1G42090	1	613
AT3G27110	82	2422
AT5G45170	299	2977
AT3G48208	7	599
AT3G09670	514	2857
AT4G33360	599	1702
AT4G31600	291	2293
AT4G37250	1018	2947
AT3G11100	568	1713
AT5G48180	1749	1823
AT4G03400	442	4063
AT2G25920	187	1894
AT1G03180	83	2004
AT2G15220	3	1120
AT5G19210	104	2598
AT1G11730	111	3180
AT3G43670	86	2917
AT4G10250	1	1034
AT5G46390	127	2877
AT3G07960	107	3598
AT5G05550	194	1960
AT1G78280	462	4818
AT3G59440	7	770
AT5G62360	609	964
AT5G14400	2	3009
AT2G37170	841	1654
AT1G21810	164	2848
AT4G09190	1	1151
AT4G15215	83	7827
AT5G15820	131	1471
AT5G38386	2	2041
AT5G47830	107	1872
AT3G08645	163	228
AT1G64410	3	5810
AT5G15940	3	2409
AT5G27380	1392	3103
AT4G10790	782	2603
AT5G48980	10	1344
AT4G04080	1	1180
AT2G45580	1	2299
AT4G05915	4	263
AT1G26660	188	2405
AT2G08780	29	843
AT1G49450	91	2112
AT5G15581	133	311
AT2G42100	1	1734
AT2G46340	503	5374
AT2G44350	1137	4511
AT2G29680	100	3950
AT1G76110	37	2581
AT5G43760	850	3210
AT4G29650	6	1004
AT1G70850	192	1917
AT3G58875	76	940
AT1G76090	635	1634
AT4G32540	55	2171
AT3G02020	123	6200
AT5G05657	25	581
AT5G59670	18	4535
AT5G64760	494	2806
AT4G36810	771	1797
AT1G09690	11701	1496
AT3G05845	1	342
AT2G37840	328	4583
AT4G13160	119	1375
AT2G22830	157	2769
AT3G57950	1	876
AT2G32480	412	1560
AT5G09990	174	508
AT2G37970	24	835
AT4G04285	93	243
AT3G25860	950	2580
AT1G09150	823	3129
AT5G44572	1	2250
AT5G20480	205	4392
AT3G02950	371	1699
AT3G22230	3052	1061
AT1G75680	1286	2583
AT5G52780	33	1149
AT4G35980	307	1319
AT4G22590	107	2981
AT1G20670	504	3959
AT1G15720	171	1461
AT4G02640	437	2405
AT5G62530	1556	4309
AT1G61480	1	3370
AT2G08745	12	145
AT5G63580	66	1898
AT1G50640	595	1736
AT5G14920	3206	2243
AT5G17190	1098	1002
AT5G41560	287	1560
AT1G67365	14	935
AT1G66400	57	974
AT1G09790	163	2584
AT1G63720	150	1832
AT1G29470	2793	4016
AT5G13140	930	1394
AT4G07170	1	233
AT4G14130	651	1372
AT5G16680	904	6364
AT4G04580	1	1202
AT5G01950	391	5393
AT1G52590	105	1272
AT4G39260	4935	1387
AT4G16060	273	1951
AT3G13330	845	10728
AT4G37225	3	694
AT3G44340	1572	8779
AT4G18290	60	3858
AT1G76590	24	1691
AT4G10640	704	2692
AT4G20320	4781	5171
AT2G31260	429	5663
AT5G45670	2794	2234
AT1G17255	52	3791
AT2G09645	21	199
AT4G23000	148	5806
AT2G07560	1	4194
AT3G53230	188	3778
AT4G30020	938	4820
AT5G48950	16	1436
AT5G56870	259	5763
AT1G49710	279	2757
AT1G76100	390	1047
AT2G37790	424	2253
AT4G09225	563	325
AT3G16990	387	1770
AT4G29140	206	2318
AT1G24340	283	3799
AT2G07495	85	269
AT2G29970	402	3861
AT3G63400	954	3635
AT2G34186	1	95
AT1G53790	48	2383
AT1G28360	209	1343
AT1G26670	393	2240
AT2G31030	127	1811
AT3G20935	3	1834
AT3G02450	347	2604
AT2G24765	836	2608
AT5G15970	1387	1024
AT2G30500	1142	2720
AT3G56830	52	1888
AT1G13280	1658	1506
AT2G38780	99	4690
AT3G49220	999	4225
AT4G04340	1274	4403
AT5G46770	5	847
AT1G66210	2	3312
AT2G28260	107	3141
AT5G60440	9	2335
AT2G23100	21	2704
AT4G00330	17	3136
AT2G17710	89	1150
AT3G48320	11	1713
AT3G03865	52	329
AT3G07570	513	2282
AT4G05285	1	440
AT3G26480	57	3693
AT5G42677	1	268
AT5G50290	26	2839
AT4G03505	1	431
AT5G59662	10	1292
AT1G18320	97	1329
AT3G25930	2	1537
AT5G39290	2	1185
AT5G45700	465	1179
AT1G12110	40	4378
AT5G46300	215	1201
AT3G15130	118	2969
AT2G46260	760	3027
AT3G10720	1075	3348
AT5G44240	685	6804
AT2G31180	2	1699
AT3G61050	1688	4185
AT1G51840	1	1462
AT2G22890	5	1243
AT5G01400	589	8752
AT2G41950	269	1159
AT2G46570	55	2797
AT1G48520	375	2814
AT5G67060	16	1260
AT5G05010	3646	3664
AT4G19070	115	1878
AT4G38500	583	3147
AT2G45880	457	4477
AT3G26580	703	1751
AT4G23490	578	2941
AT5G16060	534	1362
AT2G21360	1	71
AT1G79100	6	608
AT5G40340	2482	4466
AT4G22120	1001	4200
AT5G11470	219	5580
AT4G25560	5	1239
AT3G42860	111	2085
AT1G70980	936	2582
AT3G10680	56	1656
AT2G35770	1	2519
AT5G01765	20	2340
AT1G06550	803	3585
AT4G39364	40	121
AT3G17170	263	1847
AT2G42810	1089	4837
AT5G57140	28	1797
AT4G29100	705	4048
AT1G07990	944	6243
AT4G25440	204	2928
AT2G28620	942	5835
AT2G30370	158	2480
AT1G33945	8	492
AT5G23910	744	4832
AT1G74240	199	2941
AT3G57510	11	2603
AT5G45540	9	3044
AT4G02480	3299	7175
AT3G60070	81	3414
AT3G12980	293	8496
AT5G04930	603	5241
AT5G43740	34	4451
AT4G12860	5	458
AT2G18040	1614	2002
AT4G26910	593	3594
AT3G17655	81	1375
AT1G64650	2244	3032
AT1G66620	236	1644
AT2G17360	5667	1966
AT1G16670	139	2654
AT1G06080	1351	2848
AT4G31715	5	387
AT5G67440	340	3746
AT1G01670	73	3341
AT1G64720	1452	2269
AT4G03030	454	1885
AT5G27670	1543	1051
AT5G53810	19	2870
AT3G16030	14	3658
AT5G17410	581	6126
AT2G20890	1310	1832
AT5G09880	1349	3902
AT1G48650	821	6208
AT3G53365	9	447
AT3G54120	44	1214
AT5G20270	360	2113
AT5G10740	132	2735
AT5G48340	214	2730
AT2G13970	287	2265
AT5G42940	593	4343
AT3G25970	94	2237
AT2G26530	10	1609
AT5G53140	1701	4197
AT5G06235	78	852
AT2G46890	159	1531
AT3G15420	45	934
AT2G09610	11	363
AT1G65280	729	3640
AT2G37620	715	2620
AT1G48750	173	543
AT3G61120	191	2270
AT4G15820	218	2218
AT1G28660	15	1940
AT1G14260	41	2051
AT5G56040	1475	3822
AT4G04955	265	3318
AT4G31990	999	3141
AT1G55900	678	2787
AT2G26740	221	1514
AT3G20395	13	1965
AT1G54110	68	2473
AT3G07125	8	263
AT5G41360	461	4987
AT5G27460	229	1669
AT1G06613	3	357
AT1G07240	65	1899
AT3G09575	1	1037
AT3G18430	338	1808
AT3G06790	659	1423
AT2G22310	195	2381
AT5G44100	1000	3782
AT3G13690	1092	4797
AT2G31010	113	6184
AT4G38005	10	230
AT4G15560	2660	3842
AT5G37980	4	1796
AT2G21340	448	4406
AT3G16360	1	1592
AT5G09640	2	2842
AT3G20440	319	7268
AT1G71810	85	5770
AT2G03020	4	1519
AT5G63087	59	621
AT5G04347	61	835
AT4G20715	14	793
AT5G61140	1018	13616
AT3G20220	12	628
AT5G36400	1845	356
AT5G50720	43	1425
AT5G25910	2	2517
AT5G61240	780	2953
AT1G31230	881	4656
AT5G54240	11	1680
AT1G10380	31	1860
AT3G02350	793	2717
AT5G36480	1408	356
AT5G66630	51	3274
AT2G46180	373	4140
AT1G24120	486	3198
AT3G51550	3904	3365
AT3G47010	168	2896
AT5G06285	56	466
AT5G36960	11	1381
AT4G31040	832	2649
AT1G78530	5	1779
AT2G04925	1	524
AT5G49420	3	1533
AT4G21580	527	2128
AT5G55180	2468	2242
AT4G08295	74	294
AT4G26700	293	4504
AT4G12230	487	3104
AT2G32780	79	3460
AT4G06634	335	2430
AT2G24693	238	835
AT4G21930	20	826
AT5G60800	799	1876
AT5G39471	8	1954
AT1G63830	690	2281
AT1G63370	92	2243
AT1G61275	4	174
AT3G21100	623	3566
AT3G13980	42	1366
AT3G25070	411	2031
AT3G58865	128	944
AT2G41940	414	1273
AT4G16640	11	1705
AT1G59530	1	518
AT3G28580	69	1796
AT2G06050	936	3261
AT5G16730	581	3461
AT1G56500	176	7597
AT2G13440	321	5574
AT3G24210	1	2766
AT5G58940	43	3508
AT4G26530	20	2511
AT1G24800	4589	2042
AT1G18240	14	1308
AT2G43160	1347	5869
AT4G02730	100	1604
AT2G16970	4	6236
AT3G17611	131	1760
AT2G40670	5	2440
AT4G36720	207	2158
AT5G40230	3	2245
AT4G27230	1855	1199
AT5G36739	309	356
AT4G38340	3	3353
AT1G49590	376	1950
AT1G08270	114	1238
AT2G01008	248	2148
AT1G23220	431	2034
AT1G66590	287	1710
AT2G08765	115	79
AT2G24210	16	3311
AT5G27360	147	5714
AT3G21570	1	1138
AT3G29800	2	2007
AT4G26490	20	1031
AT3G08770	30506	819
AT5G53460	7399	10109
AT4G31730	12	1062
AT3G61320	210	2333
AT3G11630	1410	2123
AT1G03506	1	86
AT2G38000	271	2266
AT1G18580	417	2505
AT1G06580	76	2277
AT2G29420	184	963
AT1G68660	243	1398
AT4G08810	942	2145
AT4G32900	183	2472
AT1G08960	245	2728
AT3G11670	591	4005
AT3G58670	174	2752
AT3G26720	828	6764
AT4G01395	951	2786
AT3G05858	5	628
AT1G64330	631	3316
AT5G23310	307	2090
AT3G48790	4	1925
AT5G64450	3	812
AT1G16705	743	1730
AT1G16720	306	3587
AT3G11520	665	1987
AT5G26700	67	1335
AT5G43190	242	1743
AT1G09753	21	245
AT3G54060	96	2270
AT3G24460	48	7385
AT1G57943	4	1388
AT1G20020	700	2466
AT2G01760	245	1843
AT1G51060	3261	935
AT1G05997	1	193
AT5G45960	48	3473
AT5G25360	384	3043
AT4G11653	90	288
AT3G26935	905	2973
AT1G73100	420	2998
AT4G10630	290	1115
AT2G32540	3	3867
AT5G55480	1401	4074
AT2G26680	419	1774
AT4G37680	708	2318
AT5G41170	12	2098
AT3G46290	641	3385
AT5G46220	2	3429
AT3G15010	975	3292
AT4G17615	156	3034
AT5G25750	4	259
AT3G63088	1	384
AT4G05990	8	310
AT1G75140	698	2309
AT1G70840	4	1087
AT1G17140	486	1977
AT1G63500	441	3518
AT5G19730	1347	3350
AT1G04817	6	437
AT2G45190	32	2527
AT5G05285	5	204
AT5G45620	1399	2658
AT1G17620	573	1467
AT1G27600	656	2923
AT4G03550	1966	6554
AT4G16442	645	1488
AT1G80780	516	1555
AT1G50600	606	2586
AT4G01170	11	1334
AT1G80830	406	3397
AT1G63290	627	2078
AT2G40690	114	2542
AT3G62150	10	5275
AT1G28240	229	4021
AT4G30580	223	2423
AT2G10553	43	749
AT1G68590	408	1007
AT2G10931	84	1125
AT5G67400	3	1710
AT1G30330	1571	5166
AT3G61198	11	715
AT2G28540	1122	5854
AT4G10570	728	5105
AT1G24010	16	714
AT5G15845	38	5210
AT2G29320	20	1674
AT5G24910	128	2854
AT3G53100	58	2298
AT4G15010	295	2555
AT3G27845	1	71
AT5G39380	191	3030
AT5G59470	75	928
AT1G20850	107	1636
AT2G36590	38	2667
AT1G19415	1	1206
AT1G04340	599	1956
AT1G32585	6	662
AT2G32830	4	2157
AT3G63110	1	1665
AT5G06530	85	5311
AT5G28263	7	15194
AT4G38160	280	2064
AT3G04580	209	3407
AT2G26550	218	2427
AT3G03330	410	2877
AT3G53960	27	2964
AT3G09995	100	239
AT3G45230	178	809
AT4G28220	507	3621
AT3G18150	1	1571
AT5G07990	166	2809
AT2G17550	123	3706
AT2G42520	891	4319
AT5G15265	4	1319
AT4G25240	535	3661
AT2G39620	28	2654
AT3G47950	49	5333
AT5G37380	432	2601
AT3G01600	7	2442
AT1G30690	2440	2776
AT1G63820	15	2095
AT1G35625	6	1818
AT3G27475	1	3074
AT5G51070	797	4668
AT2G34900	528	2671
AT1G06045	330	343
AT1G16190	596	2984
AT1G09193	14	973
AT4G10620	412	2321
AT2G02860	250	4340
AT5G22620	171	3332
AT1G64150	43	3890
AT4G15080	1040	4105
AT4G21510	114	1580
AT5G47810	140	1833
AT4G36870	37	5096
AT3G14770	30	2370
AT3G21040	29	1604
AT3G28900	2144	2455
AT4G21420	12	1700
AT2G33980	78	10137
AT4G03320	146	1707
AT1G10705	8	343
AT1G07883	2	52
AT2G26830	179	3930
AT5G03375	56	282
AT5G27889	4	161
AT1G48635	298	2646
AT1G42430	557	3295
AT5G58760	60	3257
AT1G04857	6	202
AT4G19003	179	2363
AT5G54400	141	1748
AT3G21280	333	4195
AT4G17270	759	2721
AT3G09345	4	242
AT4G08035	435	1789
AT5G18636	1	1261
AT1G41890	2	3828
AT2G43080	294	3332
AT2G16870	46	3821
AT4G15350	1	1945
AT3G25150	2158	3106
AT5G14510	18	1392
AT2G33680	125	3879
AT5G53170	995	5305
AT1G70670	343	1635
AT4G36230	27	1019
AT1G20150	4	3090
AT4G21860	460	2063
AT4G35740	148	4384
AT1G14455	203	581
AT3G51970	38	1243
AT5G10220	7	1962
AT4G12310	6	2786
AT2G07715	138	2564
AT3G14020	8	2641
AT2G43840	9	1646
AT1G06050	57	2084
AT1G63840	483	1204
AT5G19260	13	1331
AT4G02690	2	2065
AT5G58990	334	1427
AT1G10020	470	2571
AT3G06035	129	1405
AT5G52860	1326	2125
AT5G11590	4	1273
AT2G18780	191	1402
AT4G29840	946	1948
AT1G70475	231	1571
AT2G36070	910	3428
AT1G18560	137	2994
AT4G29910	239	2855
AT3G17680	299	1831
AT4G14540	167	975
AT4G21063	12	205
AT2G30470	632	4849
AT1G30880	986	1146
AT2G44280	108	3312
AT5G54390	1095	2096
AT2G32000	305	6148
AT2G18090	1074	3626
AT1G09050	166	4143
AT3G48150	318	3175
AT1G27750	633	4821
AT4G04870	247	2476
AT2G31830	25	5317
AT1G52920	17	1806
AT3G45190	1499	6752
AT3G01910	1158	2738
AT1G34575	35	1729
AT3G58090	114	1962
AT3G03990	433	1658
AT2G46530	133	3854
AT4G33550	2	768
AT1G71828	12	514
AT3G08855	4	421
AT4G22110	6	2911
AT2G20500	19	924
AT3G09360	278	5179
AT1G70740	242	2479
AT1G20610	754	3169
AT1G23510	11	1355
AT2G36720	791	6372
AT2G42300	688	3957
AT4G22790	11	1818
AT2G36970	2	1902
AT1G21140	3	1098
AT5G52440	388	2178
AT3G45160	3	837
AT1G63440	49	3656
AT1G11960	160	4455
AT1G56553	13	487
AT2G09195	1	406
AT2G26970	140	2256
AT3G01420	41	3455
AT5G48945	11	865
AT2G07708	41	1309
AT2G15570	389	1874
AT5G07265	17	318
AT5G14320	923	1763
AT3G58130	157	2375
AT3G22238	1	573
AT1G02335	168	1227
AT5G15020	1368	6907
AT5G08710	118	3565
AT3G12740	842	2466
AT3G21310	349	3083
AT1G04223	5	116
AT3G57120	285	1846
AT1G11090	192	1171
AT5G20970	155	1201
AT2G18025	2	426
AT5G09030	163	1738
AT4G22930	387	2953
AT1G02670	44	4377
AT1G62390	2103	2848
AT5G02640	3	933
AT2G37362	196	2522
AT3G27500	1	2463
AT3G15950	66	5111
AT3G57780	12	3400
AT4G20190	1	1356
AT5G48900	426	4062
AT4G10450	1575	1640
AT3G60961	9	11210
AT5G03150	53	3607
AT5G44720	540	2579
AT3G52520	8	1267
AT1G54850	346	1831
AT3G47640	86	2259
AT5G14160	1	1134
AT2G33810	880	1071
AT2G02370	303	2449
AT4G32240	457	1300
AT1G75200	633	3159
AT3G05315	1	202
AT5G65840	154	2395
AT2G20590	256	2289
AT1G22660	290	4547
AT2G16940	2008	4857
AT5G28440	5	646
AT5G18070	424	2366
AT5G18260	236	1904
AT1G02150	684	2058
AT3G08585	1	255
AT3G43300	2483	11436
AT1G04530	691	2030
AT4G14675	2	545
AT5G24655	7	763
AT4G17486	357	2226
AT5G15350	890	1458
AT2G16530	129	2479
AT3G55960	250	2637
AT1G22980	221	1992
AT2G35700	7	970
AT4G15030	371	3506
AT1G11430	648	2004
AT2G31920	1	2713
AT1G74170	164	4942
AT1G06460	214	2569
AT3G54730	4	1455
AT5G45190	689	4829
AT1G11120	314	2575
AT5G49645	238	719
AT4G36000	1	1570
AT5G52390	21	1563
AT5G11790	141	3808
AT1G72490	6	2207
AT3G24020	19	978
AT4G36900	44	1213
AT1G25425	7	1463
AT1G08153	1	336
AT1G19740	325	1213
AT3G54660	591	3574
AT1G05853	1	100
AT4G00530	78	724
AT5G25830	27	1705
AT1G32370	220	1767
AT4G01830	4	4784
AT1G14250	27	3142
AT1G47520	23	3340
AT5G45000	458	2197
AT4G01400	94	1547
AT2G32900	671	4083
AT4G18400	142	1407
AT5G60740	1	4958
AT3G19970	110	3146
AT2G48120	298	1816
AT2G30350	146	1635
AT3G04350	403	3153
AT4G14103	109	1918
AT2G20585	385	1775
AT1G33055	18	1272
AT5G18410	1140	8159
AT1G03360	384	1882
AT2G04790	4	1236
AT4G27050	262	2390
AT1G80560	795	2536
AT4G11050	6	4302
AT4G35450	1515	2632
AT5G08825	3	354
AT5G07830	58	3563
AT5G06055	13	120
AT4G22720	355	2027
AT5G49015	82	1468
AT4G08940	167	1398
AT4G27180	1533	4490
AT1G08465	115	4011
AT4G02050	926	2765
AT1G09163	15	199
AT2G43030	994	1086
AT1G74330	168	4643
AT5G39710	323	2537
AT2G47140	3	1416
AT5G21150	21263	6142
AT3G28450	205	2293
AT4G25010	22	2156
AT2G15310	20	1838
AT4G39960	578	2884
AT1G14200	431	1063
AT4G18960	656	5683
AT2G27470	768	1474
AT5G52810	121	1355
AT2G17370	345	2558
AT3G53990	3182	1894
AT2G39130	87	4350
AT1G75950	4469	1377
AT1G68160	244	3136
AT1G10430	410	2446
AT1G27770	889	4673
AT3G60740	859	6276
AT1G32400	1202	2524
AT5G18720	28	2343
AT3G07210	162	2927
AT3G42630	215	1669
AT3G52605	229	991
AT4G24974	186	513
AT5G58787	69	2283
AT2G42720	65	2067
AT4G14640	19	2514
AT1G01840	38	821
AT2G39500	235	1095
AT4G32930	583	1505
AT1G72125	5	2295
AT3G15820	467	2938
AT5G44500	418	2388
AT5G57570	42	1031
AT3G56740	233	2786
AT3G46890	6	787
AT4G30940	78	2072
AT1G72420	121	2741
AT4G22490	37	783
AT5G04190	5	1741
AT4G05875	12	248
AT5G22370	467	2722
AT3G30330	1	5036
AT3G50550	454	1363
AT2G33740	342	2262
AT5G20890	4190	3516
AT3G54270	117	2884
AT2G39900	708	1975
AT2G41760	324	2682
AT2G34720	288	2003
AT1G75360	97	2001
AT5G56325	4	1050
AT2G14720	1431	3957
AT1G10780	272	2540
AT1G49938	1	1781
AT3G26730	1043	3943
AT2G08790	3	233
AT4G38030	3	3657
AT4G03715	4	303
AT2G22600	110	2701
AT1G07637	21	247
AT2G19755	1	371
AT4G34920	213	1479
AT1G12700	60	2844
AT1G32530	420	3208
AT5G64000	37	2006
AT2G47190	4	1558
AT3G14600	4059	1660
AT4G36280	26	4122
AT4G24270	900	5938
AT5G40530	147	1850
AT3G17840	2047	2829
AT2G47430	4	5042
AT5G61840	804	2966
AT2G38195	3	4391
AT3G22630	852	1322
AT1G47570	343	5923
AT2G32770	116	2564
AT3G23400	396	1920
AT3G42570	4	1330
AT2G29450	462	1387
AT5G13450	3208	1812
AT4G27530	4	624
AT3G63430	487	2330
AT1G05894	4	1590
AT5G66540	798	3177
AT4G36760	580	3766
AT1G10385	1	2788
AT5G29408	2	2552
AT4G29560	89	2142
AT2G30070	692	3805
AT1G16180	1735	2852
AT3G49200	4	2377
AT2G44140	591	4604
AT1G10980	142	2711
AT3G17350	142	1343
AT3G04390	95	390
AT5G18950	197	1810
AT5G11440	1	1488
AT1G72870	3	2399
AT1G22930	1037	4865
AT1G09650	51	2109
AT1G19110	654	3923
AT2G05045	12	241
AT2G23350	3866	3432
AT1G47290	265	3524
AT2G03770	2	1173
AT3G26130	5	3878
AT3G14780	38	1792
AT2G30220	23	1433
AT3G51290	1852	4859
AT2G44450	279	3325
AT3G09320	188	2883
AT3G53600	21	802
AT1G73750	38	2664
AT4G08900	228	2128
AT1G09603	1	624
AT1G06773	1	243
AT2G22190	11	3042
AT1G16160	3	2735
AT5G28010	23	1351
AT2G43350	353	2124
AT3G05180	22	2226
AT4G01220	181	2800
AT5G53830	167	1154
AT5G66070	33	1630
AT1G66940	63	1918
AT2G22260	76	2591
AT4G00480	19	3078
AT5G07720	25	1723
AT3G59070	8	2150
AT4G20362	3794	2334
AT2G05310	253	1132
AT2G16860	584	2863
AT1G61000	353	3359
AT4G24110	101	991
AT5G35530	5014	2262
AT5G59900	142	2804
AT1G55490	2115	3698
AT5G53290	12	1567
AT1G18610	286	3925
AT2G44090	711	3107
AT4G26510	593	6603
AT2G25510	14	946
AT1G68568	2	677
AT1G43910	214	1802
AT4G21750	7190	5732
AT1G60550	143	2509
AT5G37050	3	1162
AT5G02750	21	1315
AT5G55620	10	980
AT2G20830	344	2544
AT1G27860	4	1680
AT5G44560	631	2477
AT5G09335	1	319
AT3G63450	976	2675
AT5G36520	1740	356
AT1G54217	97	1634
AT3G27240	1349	3043
AT1G22500	40	1424
AT1G04190	483	2371
AT1G30860	41	3097
AT5G15022	16	702
AT2G35350	498	3244
AT1G31550	256	1933
AT3G56540	3	1069
AT5G04480	507	6597
AT1G24100	223	1753
AT1G18660	408	5024
AT5G48040	165	2453
AT2G16210	153	2414
AT1G54350	261	3545
AT4G19985	167	2039
AT3G04500	424	2145
AT5G47840	336	3148
AT2G09570	2	319
AT1G23965	5	1177
AT1G04413	90	359
AT4G39860	1664	3440
AT1G76730	138	2105
AT2G43280	199	1420
AT5G06140	941	2908
AT1G03502	2	113
AT3G16270	806	4333
AT4G04223	5	1289
AT3G20090	85	2855
AT3G42150	179	2363
AT4G07095	231	920
AT5G64320	89	2485
AT1G66670	636	2114
AT5G13485	1	1736
AT1G58440	163	3538
AT4G04460	76	3447
AT3G28420	23	1085
AT5G07175	9	1159
AT4G35440	236	3389
AT3G54826	593	1585
AT2G23000	34	4196
AT2G14130	1	4645
AT5G27580	3	797
AT2G28350	400	3053
AT1G02260	307	2772
AT1G51360	103	790
AT2G11890	1170	1592
AT5G01080	2	554
AT2G39681	72	1033
AT3G18810	4	3290
AT2G19610	13	2146
AT3G13840	1	1748
AT1G15800	141	2839
AT1G01700	51	2360
AT1G03365	486	3870
AT1G51550	145	2350
AT2G46820	537	1793
AT1G40139	1	2183
AT3G54770	1	2344
AT5G34851	32	5180
AT3G45890	326	2789
AT1G49420	6	791
AT5G25570	170	1478
AT3G09955	63	314
AT3G50080	328	1924
AT4G00980	109	2110
AT1G27470	626	4254
AT2G38170	465	4243
AT5G38740	2	1362
AT5G19900	1413	3053
AT5G09260	194	2055
AT3G44635	47	972
AT5G46630	1287	3217
AT4G15830	710	1500
AT4G38200	1121	7526
AT5G20470	18	3939
AT3G43610	777	6520
AT4G35640	53	2778
AT4G06603	24	2504
AT1G26530	19	2210
AT3G10410	4276	2977
AT1G19290	328	3502
AT2G26360	74	1884
AT2G13580	111	1307
AT4G24615	63	328
AT1G09910	415	4506
AT3G28080	4	3851
AT3G01800	220	2079
AT3G06360	17	816
AT3G61810	67	1382
AT1G07720	313	2097
AT1G48780	49	1506
AT1G65420	78	1128
AT2G07360	1991	9944
AT5G14420	602	3331
AT1G70190	622	1727
AT3G48670	837	3396
AT1G05460	746	3886
AT5G50740	585	2277
AT4G14905	372	1699
AT1G09580	307	1874
AT5G07160	1	738
AT4G24670	145	3800
AT5G37260	214	1744
AT3G11900	63	2299
AT1G07667	154	859
AT2G43940	195	2090
AT1G01450	94	1412
AT1G27630	526	3283
AT5G27390	152	1894
AT2G23930	3009	1119
AT2G14880	664	1690
AT3G22183	66	242
AT4G24280	2879	3990
AT1G08380	1531	1131
AT3G02645	2	1760
AT1G72850	32	1602
AT4G36890	418	2855
AT5G37660	13	2006
AT3G09960	1	1649
AT2G22905	2	771
AT5G18140	284	2392
AT2G24735	2	5823
AT1G66960	26	7128
AT2G38695	52	2531
AT2G24050	653	3473
AT1G50310	2	2494
AT1G07175	29	1088
AT1G27090	2250	2616
AT5G38212	105	4955
AT1G10600	171	2519
AT1G03055	3	1839
AT1G51110	100	2364
AT5G04910	229	1415
AT4G02840	1172	1968
AT2G42960	182	3449
AT5G04630	35	1715
AT5G11750	434	1982
AT2G37530	18	757
AT1G19880	1267	3818
AT2G18350	58	1379
AT1G75380	544	2973
AT1G26900	190	1869
AT1G46480	40	1661
AT4G03150	67	969
AT1G20090	1160	2167
AT2G39920	45	1522
AT3G25570	23	2152
AT4G14590	85	1962
AT2G42620	934	2399
AT3G26820	1	4074
AT3G15580	246	1569
AT5G22700	351	3912
AT4G21445	14	1170
AT5G65630	2908	3742
AT1G12440	1005	1780
AT1G13320	1374	4421
AT4G32450	135	1952
AT3G59140	345	5688
AT1G32583	4	2480
AT1G67090	8414	1509
AT5G65580	25	308
AT2G21420	1	2033
AT1G60930	104	8030
AT1G06153	10	219
AT1G08680	653	6378
AT5G46830	1	1820
AT4G35570	1369	1240
AT3G26610	5	3595
AT3G08215	9	235
AT1G77110	22	4091
AT5G59430	844	3779
AT5G53060	544	5395
AT2G24760	135	2494
AT5G25390	13	1604
AT1G30660	5	2385
AT5G64140	3388	1453
AT1G50400	12	2566
AT2G04700	324	2230
AT1G67370	16	4720
AT3G14570	502	10470
AT1G73790	115	780
AT3G28770	1	6758
AT5G01542	24	2576
AT1G69520	68	1314
AT1G60390	155	2249
AT5G38840	654	3834
AT1G15240	768	5301
AT3G25470	551	2394
AT3G05365	14	1122
AT5G66200	486	2878
AT2G08025	149	516
AT5G01715	199	2169
AT5G01840	257	1250
AT1G30840	1655	1853
AT3G01435	220	1774
AT2G08135	29	182
AT2G45910	407	4498
AT5G11170	4277	3922
AT1G63170	657	2056
